image_name,Building,Clothing,Door,Dress,Footwear,Furniture,Land vehicle,Plant,Sports_equipment,Tree,Vehicle,Wheel,Window,Pernah_khawatir/pernah_tidak_makan,Pengeluaran_pangan>70%_pengeluaran,Ada_pengeluaran_pakaian_dalam_setahun,Sebagian_besar_berlantai_tanah,Sebagian_besar_berdinding_bambu/kawat/kayu,Memiliki_jamban_sendiri,Penerangan_dari_listrik_450VA/bukan_listrik,bobot,persentase penduduk miskin,Persentase Rata-rata Pengeluaran Makanan Per Kapita,Rata-rata Pengeluaran Makanan Per Kapita,Pengeluaran Per Kapita,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
15.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0432178005990586,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.22966143,0.22495233,0.20429648,0.22974893,0.22569029,0.21307611,0.21855836,0.23275894,0.19827527,0.2226184,0.21075268,0.19461069,0.21095754,0.21118836,0.0,0.23579903,0.0,0.21084149,0.19709916,0.0,0.2079982,0.20177995,0.20731747,0.25503483,0.20987669,0.20655097,0.21952057,0.20240186,0.20710692,0.21645086,0.2208985,0.21246557,0.20564497,0.21587268,0.20863536,0.20349936,0.22173704,0.20979321,0.22405009,0.21292639,0.20035893,0.2177645,0.0,0.23410293,0.0,0.0,0.20318958,0.21689242,0.20946805,0.0
16.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.21999562,0.21557926,0.19892612,0.2211511,0.21660951,0.207046,0.235144,0.21288924,0.21887323,0.20230919,0.22551829,0.21127513,0.21666984,0.21733445,0.0,0.24272461,0.0,0.21053898,0.21063069,0.0,0.23574777,0.21125297,0.20781001,0.2601565,0.23830989,0.2264101,0.22103386,0.22874793,0.20931971,0.21378386,0.20916763,0.213916,0.22138394,0.23463896,0.21300997,0.20705287,0.22480921,0.21115926,0.21474998,0.20043485,0.2154794,0.22168006,0.0,0.22657171,0.0,0.0,0.22403695,0.24362023,0.22332674,0.0
17.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.028811867066039,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.1720694,0.18360473,0.17380807,0.17702802,0.18036152,0.17498721,0.20627292,0.17858401,0.18922415,0.18038592,0.1837868,0.16845465,0.1840585,0.18093166,0.0,0.21116532,0.0,0.19033109,0.17783454,0.0,0.20360929,0.17658217,0.16542685,0.23823567,0.20982927,0.19355613,0.18736245,0.19771174,0.17286007,0.18417314,0.17128465,0.17022811,0.19695584,0.19295299,0.17177466,0.17060837,0.19819373,0.18850625,0.19702902,0.16038918,0.19752643,0.18309316,0.0,0.18285458,0.0,0.0,0.18381175,0.21721883,0.18498847,0.0
18.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.22156948,0.21684362,0.23481086,0.23381774,0.24790953,0.21177983,0.24043024,0.21416229,0.23090395,0.21996775,0.23503436,0.2240535,0.22596847,0.24032322,0.0,0.25282314,0.0,0.23731668,0.23569387,0.0,0.24149728,0.22273657,0.22251907,0.24630919,0.26067865,0.23398298,0.21987987,0.22407693,0.22795065,0.22210924,0.22477071,0.2190768,0.21674374,0.23128045,0.20064428,0.22141507,0.22394536,0.23738575,0.23861013,0.21699883,0.23801386,0.23857994,0.0,0.24149145,0.0,0.0,0.23038371,0.23108722,0.22395606,0.0
19.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.028811867066039,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.24346888,0.24670513,0.22399141,0.24141705,0.2473061,0.22978547,0.25172538,0.23531044,0.27464437,0.25301346,0.24458347,0.24888328,0.24734904,0.24916768,0.0,0.26181078,0.0,0.25225866,0.23244897,0.0,0.26315916,0.23715693,0.26308957,0.27704123,0.26968157,0.2678831,0.23087996,0.25342762,0.24440446,0.24644148,0.24789841,0.21366192,0.24136747,0.25734237,0.24105556,0.24155675,0.26098624,0.2576485,0.25597236,0.23044585,0.25298133,0.25316152,0.0,0.2567349,0.0,0.0,0.24253035,0.24254565,0.24548589,0.0
20.jpg,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0.028811867066039,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.18603313,0.18304913,0.18011278,0.19460683,0.1886517,0.17457795,0.2033056,0.17329657,0.17919204,0.17873204,0.19454132,0.17428154,0.18359463,0.18506528,0.0,0.21130107,0.0,0.18207148,0.18237023,0.0,0.19570243,0.17708732,0.18200123,0.21075888,0.20726696,0.19059478,0.17689241,0.18700601,0.17251436,0.18420358,0.17919944,0.18591115,0.18114401,0.18786794,0.16228296,0.18397854,0.19140662,0.1857552,0.18040518,0.17589009,0.18785828,0.19194114,0.0,0.19384713,0.0,0.0,0.1817373,0.1972544,0.17748751,0.0
21.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.2645154,0.286296,0.25020057,0.27917677,0.288458,0.25168568,0.2789769,0.2853731,0.27956355,0.28005597,0.2799771,0.25509423,0.277241,0.2914093,0.0,0.310256,0.0,0.2796623,0.2690049,0.0,0.28090686,0.26195216,0.2877439,0.3171477,0.29235488,0.27081233,0.27488214,0.27826914,0.25643536,0.25665274,0.2834812,0.26812807,0.25970474,0.27160576,0.26376227,0.2584446,0.28190845,0.26614884,0.27833122,0.25569728,0.2389248,0.28887588,0.0,0.26048356,0.0,0.0,0.27642465,0.28884864,0.27705982,0.0
22.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.27984077,0.30078176,0.2503295,0.2810461,0.30297732,0.2803883,0.287372,0.31268498,0.27476722,0.30020627,0.29635993,0.26605186,0.2930032,0.2818117,0.0,0.31455302,0.0,0.25816435,0.24995473,0.0,0.31518742,0.26853123,0.27958068,0.3608901,0.31130445,0.2851321,0.31602922,0.30223367,0.26382837,0.28871626,0.27984098,0.27535984,0.3085909,0.29883564,0.29447386,0.25767767,0.30428106,0.27645433,0.31729636,0.25769243,0.26835933,0.28232178,0.0,0.28128925,0.0,0.0,0.29317608,0.31168675,0.2993066,0.0
23.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.27340567,0.30476153,0.29151797,0.32622498,0.32307547,0.27522665,0.28853023,0.28843224,0.28607202,0.2899737,0.29905745,0.2764752,0.26934746,0.30090213,0.0,0.3373069,0.0,0.3010253,0.28023872,0.0,0.29691115,0.28548232,0.3065416,0.32432792,0.2963866,0.28400967,0.28196144,0.27931312,0.29129407,0.2731312,0.31852838,0.284749,0.27652004,0.25443375,0.30026892,0.2644694,0.2855253,0.29558304,0.30707756,0.29760024,0.2914358,0.29689518,0.0,0.32215202,0.0,0.0,0.27354616,0.26854992,0.28270364,0.0
24.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.028811867066039,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.24642381,0.24845561,0.24880716,0.2778504,0.25705016,0.2438499,0.26375195,0.25608617,0.24221718,0.24081394,0.25520173,0.23796475,0.27618617,0.2416109,0.0,0.27662152,0.0,0.2602406,0.24830389,0.0,0.24382621,0.23908429,0.23463427,0.28519937,0.24575919,0.2463913,0.2355934,0.25178868,0.24481136,0.23959172,0.25057337,0.2631443,0.23962806,0.23032561,0.2513907,0.23335882,0.2502075,0.2368131,0.25569895,0.24307384,0.24073815,0.2535678,0.0,0.27308863,0.0,0.0,0.24205354,0.25102326,0.24367476,0.0
25.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.26163173,0.2916946,0.23564364,0.27103573,0.26043802,0.26833972,0.25416437,0.2969747,0.24880418,0.27290565,0.22808953,0.24459127,0.24669246,0.25089717,0.0,0.2913521,0.0,0.23831134,0.24243155,0.0,0.24697745,0.25858426,0.2604596,0.3158023,0.2545164,0.23326318,0.26980174,0.27483487,0.26689202,0.25640744,0.28157496,0.24396092,0.25394306,0.27427047,0.2623167,0.25016984,0.2501061,0.259825,0.27577665,0.24471061,0.245992,0.2528867,0.0,0.2789761,0.0,0.0,0.25738204,0.22806762,0.27266902,0.0
26.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.22864372,0.22448668,0.2230328,0.22573133,0.21616763,0.20836137,0.22075315,0.22812752,0.21242173,0.23345786,0.22803746,0.21017486,0.22760542,0.22305438,0.0,0.25128004,0.0,0.22741748,0.22569187,0.0,0.23208167,0.22017665,0.236776,0.23843555,0.2448889,0.23160279,0.2161457,0.219589,0.2138163,0.21515788,0.22816975,0.22867519,0.22174656,0.22837496,0.21089515,0.21826622,0.23064856,0.23800161,0.21287404,0.21754839,0.21869963,0.23273318,0.0,0.23237875,0.0,0.0,0.21925175,0.23510511,0.21483515,0.0
27.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.0144059335330195,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.25903603,0.26719177,0.28233457,0.30778223,0.318789,0.27935085,0.2663364,0.2994457,0.2784383,0.29341367,0.2829472,0.28095597,0.29511225,0.2985562,0.0,0.31305772,0.0,0.28092942,0.254233,0.0,0.27854663,0.27506265,0.2746585,0.2693423,0.3062219,0.27881834,0.2823002,0.26807377,0.2807,0.2806349,0.300526,0.2772149,0.24197719,0.2720406,0.283512,0.26330307,0.2625265,0.27976358,0.27812424,0.28408223,0.2742812,0.2790269,0.0,0.3091209,0.0,0.0,0.28959295,0.26010752,0.26875427,0.0
28.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0284653465346534,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.31312668,0.2929067,0.310381,0.3355618,0.33967704,0.30096015,0.2985811,0.32125443,0.2991994,0.29552433,0.29662055,0.32838997,0.2951597,0.30067238,0.0,0.3154271,0.0,0.31676823,0.28218406,0.0,0.30888706,0.299282,0.31791607,0.29188246,0.29872024,0.30419186,0.2972483,0.28618172,0.33253103,0.3019603,0.33411798,0.30787438,0.27682135,0.28300107,0.3049247,0.2764746,0.23552018,0.31067616,0.3488104,0.3200661,0.2991242,0.31943452,0.0,0.36208272,0.0,0.0,0.30533805,0.25461924,0.29104128,0.0
29.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.0284653465346534,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.25684443,0.24775407,0.23626523,0.26442415,0.25860357,0.25075877,0.2478876,0.26027644,0.24492316,0.27355245,0.26651624,0.24481446,0.26908082,0.2532366,0.0,0.26748872,0.0,0.25829428,0.22718337,0.0,0.24591057,0.24461742,0.2666713,0.25273746,0.26485416,0.25591114,0.24954367,0.23754156,0.25279674,0.24325381,0.26204395,0.26679054,0.22218093,0.24261424,0.26214758,0.24152038,0.24890338,0.2553818,0.25666484,0.25961983,0.24093214,0.2518239,0.0,0.27422634,0.0,0.0,0.24194674,0.2464969,0.23713432,0.0
30.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0098039215686274,0.4227861309809885,0.7581870578988733,0.7580057102103551,0.5013603221242791,1,0.23242885,0.23074104,0.2239385,0.23782952,0.25850993,0.22165722,0.23741883,0.23587391,0.23373586,0.22668609,0.24552968,0.2297414,0.23549928,0.24258281,0.0,0.25668558,0.0,0.24118909,0.22394389,0.0,0.22907679,0.24241199,0.24791224,0.24290618,0.26097292,0.23464178,0.22374219,0.22537938,0.22801802,0.2204883,0.24393782,0.22175626,0.21480489,0.2211712,0.23117888,0.2278613,0.22517022,0.2361109,0.2400894,0.23197109,0.23718932,0.24517639,0.0,0.25979683,0.0,0.0,0.22230344,0.22012143,0.22274472,0.0
31.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0432178005990586,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.21050054,0.2022812,0.19395885,0.21467595,0.1943325,0.19658317,0.24088195,0.20208284,0.20146476,0.20259988,0.20277141,0.18966627,0.20969819,0.19319028,0.0,0.23380342,0.0,0.19721922,0.20797086,0.0,0.22894792,0.18860815,0.17582579,0.26733,0.23011297,0.19323984,0.21339911,0.20858547,0.19015263,0.20743364,0.20193355,0.20566462,0.212028,0.21037269,0.19482145,0.2063692,0.21345414,0.19483903,0.217489,0.17296003,0.2133196,0.20936036,0.0,0.21769747,0.0,0.0,0.20907256,0.24813671,0.19893537,0.0
32.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0284653465346534,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.187991,0.19809453,0.17039874,0.18756096,0.18562241,0.1871654,0.20371817,0.18559977,0.18090186,0.18639186,0.1823923,0.16783234,0.17541657,0.1850097,0.0,0.212847,0.0,0.17558724,0.16997406,0.0,0.17914554,0.16870634,0.17731735,0.2340995,0.19287106,0.17971517,0.19379032,0.18899831,0.17329164,0.18812548,0.1781861,0.16802429,0.18459399,0.18941343,0.1746754,0.1789286,0.18921188,0.1810306,0.18977292,0.16564564,0.18110555,0.1816522,0.0,0.1897559,0.0,0.0,0.1824468,0.2017714,0.18373574,0.0
33.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0576237341320781,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.20473021,0.23535208,0.20241061,0.23130636,0.21440898,0.21766181,0.24931864,0.2227367,0.23817971,0.23154455,0.22542723,0.20710152,0.22530882,0.22652972,0.0,0.26161256,0.0,0.22507158,0.20657212,0.0,0.24780652,0.21208343,0.23145634,0.2764926,0.2454927,0.2381637,0.23635529,0.23658155,0.21029691,0.22884496,0.20865619,0.21813709,0.2294681,0.2433984,0.21806455,0.20767468,0.2513412,0.2238183,0.23104443,0.2033137,0.2160882,0.21162671,0.0,0.21499702,0.0,0.0,0.22210398,0.26391727,0.24166232,0.0
34.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.028811867066039,0.5311305175631926,0.2145664134136756,0.2145306729621775,0.2195015779736642,1,0.30929124,0.3242526,0.31062686,0.33476335,0.36262047,0.3053021,0.33071104,0.35751322,0.34839064,0.34438515,0.3472997,0.3387126,0.3530512,0.31808746,0.0,0.37419397,0.0,0.33145216,0.35698187,0.0,0.40991887,0.3247054,0.3227292,0.39861152,0.36965984,0.35956421,0.33793557,0.35034347,0.28418073,0.3288029,0.34239075,0.3300605,0.36348882,0.32704532,0.34937683,0.30956507,0.3616392,0.30876344,0.34546235,0.31390786,0.30630845,0.34953785,0.0,0.334548,0.0,0.0,0.34396425,0.3795823,0.3624572,0.0
