image_name,Building,Clothing,Door,Dress,Footwear,Furniture,Land vehicle,Plant,Sports equipment,Tree,Vehicle,Wheel,Window,Pernah khawatir /pernah tidak makan,Pengeluaran pangan > 70% pengeluaran,Ada pengeluaran pakaian dalam setahun,Sebagian besar berlantai tanah,Sebagian besar berdinding bambu / kawat / kayu,Memiliki jamban sendiri,Penerangan dari listrik 450VA / bukan listrik,bobot,persentase penduduk miskin,label
70.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.0170826458010699,14.68772954,1
71.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0512479374032098,14.68772954,1
72.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0341652916021398,14.68772954,1
73.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.0117418068344413,12.37126742,1
74.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0170826458010699,14.68772954,1
75.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0341652916021398,14.68772954,1
76.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.0170826458010699,14.68772954,1
77.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0512479374032098,14.68772954,1
78.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0512479374032098,14.68772954,1
79.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.0512479374032098,14.68772954,1
80.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0170826458010699,14.68772954,1
81.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0111039311895791,,1
82.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0512479374032098,14.68772954,1
83.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0333117935687374,14.68772954,1
84.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0333117935687374,14.68772954,1
85.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0170826458010699,14.68772954,1
86.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0341652916021398,14.68772954,1
87.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0683305832042797,14.68772954,1
88.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0.0170826458010699,14.68772954,1
89.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0.0512479374032098,14.68772954,1
90.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0170826458010699,14.68772954,1
91.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0170826458010699,14.68772954,1
92.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0170826458010699,14.68772954,1
93.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.0512479374032098,14.68772954,1
94.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0341652916021398,14.68772954,1
95.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0170826458010699,14.68772954,1
96.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0512479374032098,14.68772954,1
97.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0170826458010699,14.68772954,1
98.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0191356137696628,12.59155189,1
99.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0341652916021398,14.68772954,1
100.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0341652916021398,14.68772954,1
101.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0341652916021398,14.68772954,1
102.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0341652916021398,14.68772954,1
103.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0170826458010699,14.68772954,1
104.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0341652916021398,14.68772954,1
105.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0341652916021398,14.68772954,1
106.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0170826458010699,14.68772954,1
107.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0170826458010699,14.68772954,1
108.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0191356137696628,12.59155189,1
109.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0765424550786512,12.59155189,1
110.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.0222078623791582,,1
111.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.011611703711622,9.174024045,1
112.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.011611703711622,9.174024045,1
113.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.011611703711622,9.174024045,1
114.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.010505827167658,9.174024045,1
115.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.011611703711622,9.174024045,1
116.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-,-,-,-,0.0140077695568773,19.60590292,1
117.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0242146504230166,9.82639301,1
118.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.0056281216969596,9.946335672,1
119.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0195108218827934,11.40445861,1
120.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.1145582217749942,9.946335672,1
121.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014616803015872,9.92723447,1
122.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.014616803015872,9.92723447,1
123.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0024719593335665,15.83984142,1
124.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0135957763346162,9.247549307,1
125.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0159007113888878,9.82639301,1
126.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0067978881673081,9.247549307,1
127.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0117418068344413,12.37126742,1
128.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0117418068344413,12.37126742,1
129.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0003752081131306,12.0279089,1
130.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0024719593335665,15.83984142,1
131.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0050027748417419,19.60590292,1
132.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0.0080715501410055,9.82639301,1
133.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0075641955607137,7.379136517,1
134.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.016143100282011,9.82639301,1
135.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0382712275393256,12.59155189,1
136.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.0011766526427776,12.0279089,1
137.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0136640206106963,9.92723447,1
138.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.0067978881673081,9.247549307,1
139.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0.0409920618320889,9.92723447,1
140.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0136640206106963,9.92723447,1
141.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0214932968415696,3.944205263,1
142.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0026264567919145,9.458453391,1
143.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0056281216969596,9.946335672,1
144.jpg,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0.0024719593335665,15.83984142,1
145.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0071439624740074,19.18789132,1
146.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0079503556944439,9.82639301,1
147.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0080715501410055,9.82639301,1
148.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0080715501410055,9.82639301,1
149.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.0042735568139625,9.458453391,1
150.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0.0052176591302462,5.269727525,1
151.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0011766526427776,12.0279089,1
152.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0070038847784386,7.75351057,1
153.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0341652916021398,14.68772954,1
154.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0080715501410055,9.82639301,1
155.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.0234836136688826,12.37126742,1
156.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0067978881673081,9.247549307,1
157.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0067978881673081,9.247549307,1
158.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429865936831393,3.944205263,1
159.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0.0074826508823672,7.503951711,1
160.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0136640206106963,9.92723447,1
161.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0067978881673081,9.247549307,1
162.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0030016649050451,7.05492862,1
163.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.064479890524709,3.944205263,1
164.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0070038847784386,7.75351057,1
165.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0191356137696628,12.59155189,1
166.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.3278688524590165,4.794719435,1
167.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0159007113888878,9.82639301,1
168.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.016143100282011,9.82639301,1
169.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0.0011766526427776,12.0279089,1
170.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0191356137696628,12.59155189,1
171.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.005252913583829,19.65634416,1
172.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0382712275393256,12.59155189,1
173.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0.0626119095629551,5.269727525,1
174.jpg,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.0273280412213926,9.92723447,1
175.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.016143100282011,9.82639301,1
176.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0170826458010699,14.68772954,1
177.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.0574068413089884,12.59155189,1
178.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2104917514662909,12.59155189,1
179.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.0224479526471016,7.503951711,1
180.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.3443704397626193,14.11047366,1
181.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0080715501410055,9.82639301,1
182.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0067978881673081,9.247549307,1
183.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-,-,-,-,0.0224479526471016,7.503951711,1
184.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0598612070589378,7.503951711,1
185.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0136640206106963,9.92723447,1
186.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.0050027748417419,19.60590292,1
187.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.0067978881673081,9.247549307,1
188.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0191356137696628,12.59155189,1
189.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.016143100282011,9.82639301,1
190.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.0117418068344413,12.37126742,1
191.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.016143100282011,9.82639301,1
192.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0067978881673081,9.247549307,1
193.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0242146504230166,9.82639301,1
194.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0765424550786512,12.59155189,1
195.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0191356137696628,12.59155189,1
196.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0191356137696628,12.59155189,1
197.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0191356137696628,12.59155189,1
198.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0026264567919145,6.485897016,1
199.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0149653017647344,7.503951711,1
200.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067978881673081,9.247549307,1
201.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0382712275393256,12.59155189,1
202.jpg,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0067978881673081,9.247549307,1
203.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0172185219881309,14.11047366,1
204.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0234836136688826,12.37126742,1
205.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.3615889617507503,14.11047366,1
206.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.0516555659643928,14.11047366,1
207.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0067978881673081,9.247549307,1
208.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0374132544118361,7.503951711,1
209.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.0358221614026161,3.944205263,1
210.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.016443903392856,7.503951711,1
211.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0273280412213926,9.92723447,1
212.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.064479890524709,3.944205263,1
213.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0143288645610464,3.944205263,1
214.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.0074826508823672,7.503951711,1
215.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0448959052942033,7.503951711,1
